# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	18540
#@/user_id	6b7ea6f5-52f9-45c1-9d3f-d367721ba4bb
a 	啊	c=105 d=0.0106531 t=18540
ying bian hua 	硬變化	c=2 d=8.66458e-37 t=18540
ying gai 	應該	c=19 d=3.84824e-05 t=18540
ying gai zuo 	應該做	c=1 d=6.33436e-41 t=18540
ying guo 	英國	c=7 d=0.00543736 t=18540
ying jian 	硬件	c=3 d=0.00092116 t=18540
ying li 	盈利	c=1 d=4.55252e-08 t=18540
ying mian 	迎面	c=1 d=2.94819e-14 t=18540
ying pan 	硬盤	c=1 d=3.42403e-39 t=18540
ying pin 	應聘	c=1 d=1.54066e-26 t=18540
ying wen 	英文	c=10 d=2.47917e-05 t=18540
ying wen ban 	英文版	c=1 d=3.848e-30 t=18540
ying xiang 	影響	c=16 d=0.0142287 t=18540
ying xiong 	英雄	c=2 d=1.11511e-30 t=18540
ying yong 	應用	c=4 d=4.10796e-05 t=18540
ying yu 	英語	c=16 d=1.26522e-18 t=18540
yong 	用	c=47 d=2.63243e-06 t=18540
yong bao 	擁抱	c=1 d=4.48703e-14 t=18540
yong bu dao 	用不到	c=1 d=8.5064e-39 t=18540
yong guo 	用過	c=3 d=3.20325e-13 t=18540
yong heng 	永恆	c=2 d=8.00149e-25 t=18540
yong hu 	用戶	c=22 d=0.7838 t=18540
yong hu ming 	用戶名	c=16 d=0.330827 t=18540
yong hu zhong xin 	用戶中心	c=1 d=0.205975 t=18540
yong jiu 	永久	c=6 d=1.96208e-19 t=18540
yong lai 	用來	c=3 d=8.78904e-11 t=18540
yong pin 	用品	c=1 d=9.16891e-39 t=18540
yong tu 	用途	c=1 d=3.26724e-17 t=18540
yong yu 	用於	c=4 d=3.23473e-17 t=18540
yong yuan 	永遠	c=1 d=4.76287e-10 t=18540
yong zhe ge 	用這個	c=1 d=2.78606e-25 t=18540
you 	又	c=10 d=7.1422e-12 t=18540
you 	友	c=2 d=2.39016e-16 t=18540
you 	有	c=91 d=1.01465 t=18540
you 	油	c=1 d=3.45139e-15 t=18540
you 	由	c=6 d=0.00117088 t=18540
you bian 	右邊	c=1 d=1.14926e-19 t=18540
you bu shi 	又不是	c=1 d=1.47492e-13 t=18540
you cong 	又從	c=1 d=6.19079e-36 t=18540
you dian 	有點	c=6 d=5.94232e-08 t=18540
you dian shi qing 	有點事情	c=1 d=8.48155e-34 t=18540
you dui xiang 	有對象	c=1 d=9.87798e-33 t=18540
you ge 	有個	c=5 d=0.0114473 t=18540
you ge ren 	有個人	c=1 d=0.00165327 t=18540
you guan 	有關	c=2 d=0.00653881 t=18540
you guo 	有過	c=1 d=1.63732e-36 t=18540
you hua 	優化	c=1 d=4.1851e-18 t=18540
you hui 	優惠	c=3 d=0.329267 t=18540
you hui 	又會	c=1 d=5.94805e-36 t=18540
you ji 	郵寄	c=1 d=4.99604e-14 t=18540
you ji hui 	郵寄會	c=1 d=5.02088e-13 t=18540
you jian 	右鍵	c=3 d=2.44493e-23 t=18540
you jian 	郵件	c=36 d=5.35449e-05 t=18540
you jian li 	郵件里	c=1 d=2.46337e-18 t=18540
you jian tou 	郵件頭	c=2 d=8.32715e-16 t=18540
you kong 	有空	c=2 d=8.70543e-17 t=18540
you mei you 	有沒有	c=18 d=2.4163e-06 t=18540
you qian 	有錢	c=1 d=6.22097e-05 t=18540
you qian ru shen 	由淺入深	c=1 d=0.0137049 t=18540
you qing 	友情	c=1 d=0.147342 t=18540
you qu 	有趣	c=1 d=2.34682e-36 t=18540
you se 	有色	c=1 d=3.81632e-21 t=18540
you shang 	憂傷	c=2 d=1.27827e-06 t=18540
you suo 	有所	c=1 d=4.62039e-35 t=18540
you wen ti 	又問題	c=1 d=1.81143e-19 t=18540
you xi 	遊戲	c=4 d=2.3469e-07 t=18540
you xiang 	郵箱	c=21 d=0.306707 t=18540
you xiao 	有效	c=5 d=4.49611e-07 t=18540
you xie 	有些	c=3 d=8.12959e-06 t=18540
you xing qu 	有興趣	c=1 d=0.0081887 t=18540
you xiu 	優秀	c=2 d=1.79298e-08 t=18540
you yi 	友誼	c=1 d=0.00210172 t=18540
you yi si 	有意思	c=0 d=4.29909e-41 t=18540
you yi zhi mao 	有一隻貓	c=1 d=1.31108e-10 t=18540
you zhe zhong 	有這種	c=1 d=0.0086517 t=18540
you zheng 	郵政	c=6 d=4.5835e-12 t=18540
yu 	於	c=10 d=0.0131019 t=18540
yu 	與	c=20 d=0.343617 t=18540
yu 	雨	c=3 d=8.85257e-30 t=18540
yu 	魚	c=1 d=6.61015e-13 t=18540
yu bei 	預備	c=4 d=8.91698e-27 t=18540
yu ce 	預測	c=1 d=1.17915e-27 t=18540
yu cha 	魚叉	c=1 d=3.53044e-17 t=18540
yu cha shi 	魚叉式	c=1 d=3.54792e-16 t=18540
yu duo 	愈多	c=0 d=8.72174e-40 t=18540
yu fa 	語法	c=12 d=0.347824 t=18540
yu fu ka 	預付卡	c=1 d=1.82802e-38 t=18540
yu ji 	預計	c=0 d=5.5853e-32 t=18540
yu ji la 	預計啦	c=1 d=5.61329e-31 t=18540
yu jian ni 	遇見你	c=1 d=2.0255e-39 t=18540
yu ju 	語句	c=1 d=1.06365e-20 t=18540
yu kong zhi qi 	雨控制器	c=1 d=1.37045e-31 t=18540
yu ming 	域名	c=19 d=0.0456268 t=18540
yu nin 	與您	c=1 d=4.31844e-34 t=18540
yu qi 	預期	c=1 d=1.30792e-11 t=18540
yu shang 	與上	c=1 d=2.69912e-05 t=18540
yu shi 	於是	c=5 d=8.14957e-14 t=18540
yu shui 	雨水	c=1 d=0.559898 t=18540
yu tian 	雨天	c=1 d=5.81621e-37 t=18540
yu yan 	語言	c=19 d=1.11868 t=18540
yu yan 	預言	c=8 d=9.28481e-25 t=18540
yu yi 	雨衣	c=1 d=9.73589e-39 t=18540
yu yin 	語音	c=5 d=7.18692e-26 t=18540
yuan 	元	c=40 d=0.20089 t=18540
yuan 	源	c=9 d=6.22093e-16 t=18540
yuan 	遠	c=1 d=3.82164e-08 t=18540
yuan ban 	原版	c=1 d=5.5777e-15 t=18540
yuan ben 	原本	c=2 d=1.05022e-07 t=18540
yuan cheng 	遠程	c=24 d=0.226298 t=18540
yuan chuang 	原創	c=1 d=5.04949e-21 t=18540
yuan dai ma 	源代碼	c=2 d=0.360595 t=18540
yuan dong 	遠東	c=1 d=6.35961e-29 t=18540
yuan kong 	遠控	c=2 d=7.56813e-17 t=18540
yuan lai 	原來	c=1 d=5.84238e-31 t=18540
yuan li 	原理	c=10 d=0.0289525 t=18540
yuan liao 	原料	c=1 d=4.10922e-38 t=18540
yuan ma 	源碼	c=2 d=0.348192 t=18540
yuan qian 	元錢	c=1 d=3.45256e-19 t=18540
yuan su 	元素	c=1 d=0.00120052 t=18540
yuan yin 	原因	c=5 d=8.24436e-11 t=18540
yue 	月	c=10 d=4.22427e-15 t=18540
yue 	越	c=1 d=4.28507e-31 t=18540
yue di 	月底	c=4 d=0.000360111 t=18540
yue du 	閱讀	c=7 d=0.00247292 t=18540
yue du zhong 	閱讀中	c=1 d=0.0246002 t=18540
yue dui 	樂隊	c=1 d=6.08825e-16 t=18540
yue duo 	越多	c=1 d=2.36719e-20 t=18540
yue hei 	月黑	c=1 d=2.76265e-14 t=18540
yue lai 	越來	c=1 d=2.35538e-20 t=18540
yue li 	樂理	c=1 d=8.69034e-26 t=18540
yue liang 	月亮	c=1 d=5.90411e-37 t=18540
yue nan 	越南	c=1 d=1.74188e-29 t=18540
yue qi 	樂器	c=2 d=2.80516e-28 t=18540
yue yu 	粵語	c=3 d=1.98511 t=18540
yun 	雲	c=3 d=4.18154e-08 t=18540
yun qi 	運氣	c=1 d=4.37476e-10 t=18540
yun shu 	運輸	c=1 d=4.13628e-27 t=18540
yun wei 	運維	c=5 d=1.06246e-22 t=18540
yun xing 	運行	c=11 d=0.00637737 t=18540
yun xu 	允許	c=6 d=0.000722415 t=18540
yun ying shang 	運營商	c=4 d=1.60947e-12 t=18540
yun zhuan 	運轉	c=1 d=2.56784e-36 t=18540
za 	咋	c=13 d=2.35826e-05 t=18540
za ban 	咋辦	c=1 d=7.97268e-12 t=18540
za la 	咋啦	c=3 d=0.008396 t=18540
za luan 	雜亂	c=1 d=1.31945e-26 t=18540
za yang 	咋樣	c=10 d=0.00282296 t=18540
za zhi 	雜誌	c=1 d=1.50626e-25 t=18540
zai 	再	c=7 d=2.07246e-08 t=18540
zai 	在	c=158 d=0.727134 t=18540
zai ci 	再次	c=3 d=0.316637 t=18540
zai ci 	在此	c=1 d=0.000271921 t=18540
zai gan ma 	在幹嘛	c=2 d=5.94097e-22 t=18540
zai gan sha 	在幹啥	c=1 d=0.00216573 t=18540
zai hai 	災害	c=1 d=2.83693e-32 t=18540
zai jia 	在家	c=1 d=7.41323e-09 t=18540
zai jian 	再見	c=1 d=4.28653e-35 t=18540
zai ru 	載入	c=1 d=0.00568457 t=18540
zai shuo 	再說	c=1 d=7.14463e-16 t=18540
zai suo nan mian 	在所難免	c=1 d=0.0241131 t=18540
zai ti 	載體	c=1 d=1.67012e-34 t=18540
zai xian 	在線	c=19 d=0.15032 t=18540
zai xue xiao li 	在學校裏	c=1 d=1.67934e-40 t=18540
zai yi ci 	再一次	c=4 d=3.36851e-10 t=18540
zai yi qi 	在一起	c=1 d=3.49331e-10 t=18540
zai zhe li 	在這裏	c=3 d=3.83023e-05 t=18540
zan 	讚	c=1 d=4.30802e-35 t=18540
zan shi 	暫時	c=1 d=0.1764 t=18540
zan zi 	簪子	c=1 d=2.14892e-29 t=18540
zang 	髒	c=1 d=1.59142e-25 t=18540
zao 	澡	c=1 d=8.3839e-38 t=18540
zao gao 	糟糕	c=1 d=5.65122e-22 t=18540
zao shang 	早上	c=3 d=1.19474e-05 t=18540
ze 	則	c=3 d=3.74533e-06 t=18540
ze hui 	則會	c=1 d=1.0057e-08 t=18540
ze ze 	嘖嘖	c=4 d=0.000161662 t=18540
zei 	賊	c=3 d=8.72647e-16 t=18540
zen me 	怎麼	c=21 d=0.763073 t=18540
zen yang 	怎樣	c=2 d=2.62473e-39 t=18540
zeng 	增	c=1 d=1.00967e-25 t=18540
zeng jia 	增加	c=1 d=1.90366e-15 t=18540
zeng qiang 	增強	c=1 d=4.4501e-05 t=18540
zeng song 	贈送	c=1 d=6.10609e-21 t=18540
zha 	炸	c=1 d=8.90579e-20 t=18540
zha dan 	炸彈	c=1 d=8.27073e-32 t=18540
zhan 	展	c=1 d=6.43796e-26 t=18540
zhan 	戰	c=1 d=0.035437 t=18540
zhan 	棧	c=1 d=1.73863e-07 t=18540
zhan 	站	c=1 d=1.50784e-08 t=18540
zhan dian 	站點	c=8 d=0.0443821 t=18540
zhan shi 	展示	c=1 d=1.31376e-34 t=18540
zhan tie 	粘貼	c=1 d=1.12708e-25 t=18540
zhan zai 	站在	c=1 d=1.27229e-39 t=18540
zhan zhang 	站長	c=2 d=4.45388e-15 t=18540
zhan zheng 	戰爭	c=1 d=4.84144e-26 t=18540
zhang 	張	c=1 d=4.34082e-36 t=18540
zhang 	漲	c=4 d=3.23583e-21 t=18540
zhang hao 	帳號	c=4 d=2.22767e-17 t=18540
zhang hu 	賬戶	c=22 d=3.9742e-09 t=18540
zhang hu li 	賬戶裏	c=1 d=1.25292e-35 t=18540
zhang wo 	掌握	c=1 d=0.0178634 t=18540
zhao 	找	c=11 d=2.4001e-06 t=18540
zhao 	照	c=1 d=9.32046e-26 t=18540
zhao bu dao 	找不到	c=2 d=2.13325e-25 t=18540
zhao dao 	找到	c=10 d=2.38402e-15 t=18540
zhao de 	找的	c=1 d=1.01422e-19 t=18540
zhao ge 	找個	c=2 d=1.24884e-26 t=18540
zhao hu 	招呼	c=1 d=4.24691e-14 t=18540
zhao ni 	找你	c=3 d=1.84834e-32 t=18540
zhao pian 	照片	c=13 d=2.32728e-17 t=18540
zhao pin 	招聘	c=2 d=2.81723e-24 t=18540
zhao sheng 	招生	c=1 d=4.61724e-27 t=18540
zhao shou 	招手	c=2 d=6.74094e-14 t=18540
zhao shou hou 	招手后	c=1 d=3.35748e-14 t=18540
zhao wo 	找我	c=3 d=4.11145e-15 t=18540
zhao xiang 	着想	c=1 d=5.16307e-18 t=18540
zhao yang 	照樣	c=1 d=8.758e-29 t=18540
zhao zhao 	找找	c=1 d=3.43417e-15 t=18540
zhao zhao shou 	招招手	c=1 d=3.86202e-14 t=18540
zhe 	折	c=1 d=0.198891 t=18540
zhe 	着	c=1 d=9.07305e-33 t=18540
zhe 	者	c=4 d=5.24411e-17 t=18540
zhe 	這	c=29 d=0.848322 t=18540
zhe ben 	這本	c=2 d=2.66809e-16 t=18540
zhe bu shi 	這不是	c=2 d=3.1116e-31 t=18540
zhe ci 	這次	c=1 d=9.52363e-15 t=18540
zhe dian 	這點	c=1 d=1.74313e-08 t=18540
zhe duan 	這段	c=3 d=8.38145e-12 t=18540
zhe fen 	這份	c=1 d=6.12919e-36 t=18540
zhe ge 	這個	c=72 d=1.62859 t=18540
zhe ge wang ye 	這個網頁	c=1 d=4.52813e-33 t=18540
zhe ge yue 	這個月	c=1 d=9.46777e-34 t=18540
zhe hang 	這行	c=1 d=2.18898e-11 t=18540
zhe ji tian 	這幾天	c=1 d=2.36148e-21 t=18540
zhe ji yang 	這幾樣	c=1 d=3.59909e-08 t=18540
zhe jiu 	這就	c=3 d=2.51185e-12 t=18540
zhe jiu shi 	這就是	c=1 d=3.5186e-36 t=18540
zhe ju 	這句	c=1 d=1.04963e-11 t=18540
zhe ju hua 	這句話	c=1 d=6.37174e-22 t=18540
zhe kou 	折扣	c=1 d=0.128735 t=18540
zhe li 	這裏	c=27 d=0.914425 t=18540
zhe liang zhong 	這兩種	c=1 d=1.54491e-29 t=18540
zhe me 	這麼	c=9 d=5.61736e-10 t=18540
zhe me duo 	這麼多	c=2 d=1.11117e-26 t=18540
zhe me jiu 	這麼久	c=1 d=7.43242e-10 t=18540
zhe me zuo 	這麼做	c=1 d=1.92508e-29 t=18540
zhe pian 	這篇	c=3 d=4.11119e-10 t=18540
zhe ren 	這人	c=1 d=3.18051e-24 t=18540
zhe shi 	這是	c=25 d=1.54824 t=18540
zhe shi ge 	這是個	c=1 d=1.83656e-34 t=18540
zhe shi hou 	這時候	c=1 d=5.42594e-14 t=18540
zhe wan yi 	這萬一	c=1 d=4.77423e-38 t=18540
zhe xie 	這些	c=8 d=0.0389368 t=18540
zhe xu yao 	這需要	c=1 d=4.22056e-29 t=18540
zhe yang 	這樣	c=24 d=1.01838 t=18540
zhe yi duan 	這一段	c=1 d=2.2167e-12 t=18540
zhe yi si 	這意思	c=1 d=1.14489e-33 t=18540
zhe zhang 	這張	c=2 d=1.45998e-33 t=18540
zhe zhong 	這種	c=7 d=0.000860854 t=18540
zhen 	真	c=2 d=1.25891e-28 t=18540
zhen dui 	針對	c=4 d=0.0455557 t=18540
zhen li 	真理	c=1 d=2.12386e-38 t=18540
zhen shi 	真實	c=15 d=0.0426384 t=18540
zhen shi 	真是	c=1 d=7.81614e-14 t=18540
zhen shi du 	真實度	c=1 d=1.0095e-23 t=18540
zhen shi xing 	真實性	c=1 d=2.14155e-18 t=18540
zhen xin 	真心	c=1 d=6.39367e-33 t=18540
zhen you 	真有	c=1 d=6.23262e-27 t=18540
zhen zheng 	真正	c=1 d=6.9323e-14 t=18540
zheng 	整	c=2 d=2.18668e-28 t=18540
zheng 	正	c=1 d=7.05528e-15 t=18540
zheng ce 	政策	c=2 d=1.6886e-21 t=18540
zheng chang 	正常	c=8 d=9.16609e-06 t=18540
zheng fu 	政府	c=2 d=9.46208e-22 t=18540
zheng ge 	整個	c=4 d=1.94112e-09 t=18540
zheng gui 	正規	c=3 d=2.54938e-10 t=18540
zheng jie 	正解	c=1 d=1.71981e-26 t=18540
zheng kuai 	整塊	c=1 d=3.40695e-39 t=18540
zheng li 	整理	c=4 d=0.037068 t=18540
zheng quan 	證券	c=7 d=7.52406e-07 t=18540
zheng que 	正確	c=7 d=0.0237541 t=18540
zheng shu 	證書	c=21 d=8.85392e-08 t=18540
zheng wen 	正文	c=1 d=7.12255e-09 t=18540
zheng xing 	整型	c=1 d=9.78136e-35 t=18540
zheng zai 	正在	c=9 d=0.010913 t=18540
zheng ze 	正則	c=1 d=6.38062e-09 t=18540
zheng zhi 	政治	c=2 d=0.0031354 t=18540
zhi 	之	c=4 d=0.135335 t=18540
zhi 	值	c=13 d=0.00647942 t=18540
zhi 	只	c=17 d=6.06877e-05 t=18540
zhi bo 	直播	c=5 d=1.39528e-07 t=18540
zhi cha 	只差	c=2 d=1.31218e-11 t=18540
zhi chi 	支持	c=15 d=0.553877 t=18540
zhi chu 	指出	c=1 d=4.57534e-08 t=18540
zhi chu 	支出	c=1 d=4.59827e-08 t=18540
zhi dao 	直到	c=1 d=2.5467e-27 t=18540
zhi dao 	知道	c=17 d=0.0147496 t=18540
zhi ding 	制定	c=1 d=5.19514e-32 t=18540
zhi ding 	指定	c=35 d=0.0345443 t=18540
zhi ding biao 	指定表	c=1 d=0.00472447 t=18540
zhi du 	制度	c=3 d=2.7028e-21 t=18540
zhi fa 	指法	c=1 d=1.32651e-30 t=18540
zhi fu 	支付	c=7 d=1.61448e-18 t=18540
zhi fu bao 	支付寶	c=4 d=0.212248 t=18540
zhi guan zhong yao 	至關重要	c=1 d=0.0223708 t=18540
zhi hou 	之後	c=1 d=1.00068e-08 t=18540
zhi hu 	知乎	c=1 d=9.01398e-15 t=18540
zhi hu zhe ye 	之乎者也	c=3 d=3.46173e-32 t=18540
zhi jia 	之家	c=1 d=4.47621e-15 t=18540
zhi jian 	之間	c=5 d=1.43311e-13 t=18540
zhi jiao 	指教	c=1 d=8.83699e-17 t=18540
zhi jie 	直接	c=30 d=0.207397 t=18540
zhi jie kan 	直接看	c=1 d=2.82576e-15 t=18540
zhi jin 	紙巾	c=1 d=1.24388e-38 t=18540
zhi kan 	只看	c=1 d=0.494109 t=18540
zhi lei 	之類	c=5 d=1.27519e-07 t=18540
zhi lian 	直連	c=1 d=1.40686e-16 t=18540
zhi liang 	質量	c=1 d=0.185444 t=18540
zhi ling 	指令	c=2 d=3.15218e-07 t=18540
zhi min di 	殖民地	c=1 d=0.00130703 t=18540
zhi ming 	指明	c=3 d=1.85508e-05 t=18540
zhi nan 	指南	c=5 d=2.6653e-09 t=18540
zhi neng 	只能	c=9 d=1.70656e-12 t=18540
zhi qian 	之前	c=1 d=4.37164e-31 t=18540
zhi shai 	擲色	c=1 d=7.6507e-27 t=18540
zhi shao 	至少	c=6 d=0.00188279 t=18540
zhi shi 	只是	c=6 d=1.449e-10 t=18540
zhi shi 	指示	c=1 d=8.83248e-11 t=18540
zhi shi 	知識	c=4 d=0.0161227 t=18540
zhi shi shuo 	只是說	c=1 d=2.07968e-26 t=18540
zhi wen 	指紋	c=7 d=1.60621e-08 t=18540
zhi wu 	植物	c=1 d=1.58187e-13 t=18540
zhi xia 	之下	c=1 d=1.67849e-34 t=18540
zhi xiang 	指向	c=4 d=4.3949e-23 t=18540
zhi xing 	執行	c=51 d=0.521198 t=18540
zhi xu yao 	只需要	c=1 d=7.50967e-14 t=18540
zhi yao 	只要	c=1 d=2.27359e-16 t=18540
zhi yong 	只用	c=1 d=2.75356e-34 t=18540
zhi you 	只有	c=8 d=7.43123e-08 t=18540
zhi zai 	只在	c=1 d=1.1564e-33 t=18540
zhi zhang 	紙張	c=1 d=1.45946e-36 t=18540
zhi zhi 	紙質	c=1 d=9.10302e-13 t=18540
zhi zuo 	製作	c=17 d=0.0576116 t=18540
zhong 	中	c=44 d=0.196724 t=18540
zhong can 	中餐	c=0 d=9.9295e-07 t=18540
zhong dian 	重點	c=1 d=6.03486e-30 t=18540
zhong duan 	中斷	c=1 d=3.13646e-07 t=18540
zhong duan 	終端	c=8 d=1.55726e-05 t=18540
zhong en zi mu 	中恩字幕	c=1 d=2.81014e-38 t=18540
zhong guo 	中國	c=32 d=1.92502e-06 t=18540
zhong jian 	中間	c=1 d=0.0372538 t=18540
zhong jie 	中介	c=2 d=6.60678e-07 t=18540
zhong ke 	中科	c=0 d=7.967e-34 t=18540
zhong ke da 	中科大	c=1 d=8.00694e-33 t=18540
zhong lei 	種類	c=1 d=1.52191e-29 t=18540
zhong mei zhou 	中美洲	c=1 d=0.00250366 t=18540
zhong qi 	中期	c=1 d=7.45673e-19 t=18540
zhong shen 	終身	c=1 d=2.6759e-21 t=18540
zhong shi 	重視	c=2 d=0.0265162 t=18540
zhong wen 	中文	c=5 d=0.175545 t=18540
zhong xin 	中心	c=2 d=0.0204948 t=18540
zhong xing 	中性	c=2 d=9.10147e-11 t=18540
zhong yao 	重要	c=1 d=2.74747e-08 t=18540
zhong yin 	重音	c=1 d=7.27757e-27 t=18540
zhong yu 	終於	c=3 d=8.07459e-10 t=18540
zhong zhong zhi zhong 	重中之重	c=0 d=9.54991e-19 t=18540
zhong zhong zhi zhong zhong zhong zhi zhong 	重中之重重中之重	c=1 d=9.59778e-18 t=18540
zhong zhuan 	中專	c=1 d=1.33293e-28 t=18540
zhou 	周	c=2 d=2.44997e-19 t=18540
zhou ri 	週日	c=1 d=3.10568e-38 t=18540
zhou wei 	周圍	c=1 d=1.04241e-18 t=18540
zhu 	主	c=2 d=1.66354e-17 t=18540
zhu ba jie 	豬八戒	c=0 d=1.68782e-12 t=18540
zhu ba jie wang 	豬八戒網	c=1 d=1.69628e-11 t=18540
zhu ban 	主板	c=1 d=1.0578e-14 t=18540
zhu ce 	註冊	c=38 d=0.238118 t=18540
zhu ji 	主機	c=7 d=6.08542e-05 t=18540
zhu ji hao 	主機號	c=1 d=2.37662e-08 t=18540
zhu ni 	祝你	c=5 d=0.740818 t=18540
zhu ni men 	祝你們	c=1 d=2.69344e-39 t=18540
zhu ru 	注入	c=14 d=0.131062 t=18540
zhu ru dian 	注入點	c=2 d=0.00419023 t=18540
zhu shi 	註釋	c=1 d=8.63202e-35 t=18540
zhu ti 	主題	c=6 d=0.0356146 t=18540
zhu xiao 	註銷	c=1 d=6.1929e-40 t=18540
zhu yao 	主要	c=11 d=1.77686e-07 t=18540
zhu yao wo 	主要我	c=1 d=3.45844e-39 t=18540
zhu yi 	注意	c=11 d=0.00624843 t=18540
zhu yi shi xiang 	注意事項	c=1 d=0.26054 t=18540
zhu yi zhe 	主義者	c=1 d=1.22728e-27 t=18540
zhua 	抓	c=1 d=2.04941e-30 t=18540
zhua bao 	抓包	c=10 d=0.00896419 t=18540
zhua qu 	抓取	c=3 d=4.23658e-05 t=18540
zhuan 	專	c=1 d=1.03453e-17 t=18540
zhuan 	賺	c=2 d=2.53667e-10 t=18540
zhuan 	轉	c=3 d=0.0101529 t=18540
zhuan fa 	轉發	c=8 d=3.06136e-06 t=18540
zhuan hang 	轉行	c=1 d=0.00308872 t=18540
zhuan huan 	轉換	c=2 d=1.78628e-31 t=18540
zhuan jia 	專家	c=1 d=9.77304e-25 t=18540
zhuan lan 	專欄	c=2 d=3.81668e-19 t=18540
zhuan li 	專利	c=1 d=2.21633e-10 t=18540
zhuan qian 	賺錢	c=1 d=1.62158e-40 t=18540
zhuan xian 	專線	c=1 d=5.32665e-32 t=18540
zhuan ye 	專業	c=3 d=0.00209124 t=18540
zhuan yong 	專用	c=1 d=2.53839e-18 t=18540
zhuang shi 	裝飾	c=1 d=2.59859e-29 t=18540
zhuang tai 	狀態	c=10 d=0.000371735 t=18540
zhui jia 	追加	c=7 d=1.61715e-34 t=18540
zhui sui 	追隨	c=2 d=1.53433e-07 t=18540
zhui xing 	追星	c=1 d=6.55776e-37 t=18540
zhui zong 	追蹤	c=6 d=1.99956e-05 t=18540
zhun bei 	準備	c=10 d=8.43039e-06 t=18540
zhun que 	準確	c=5 d=4.67703e-09 t=18540
zhun que de shuo 	準確地說	c=1 d=2.67864e-33 t=18540
zhuo jiu 	濁酒	c=1 d=4.76936e-26 t=18540
zhuo mian 	桌面	c=6 d=2.84017e-13 t=18540
zhuo zhong 	着重	c=1 d=0.0130365 t=18540
zi 	子	c=6 d=0.57174 t=18540
zi 	字	c=4 d=1.43329e-14 t=18540
zi chan 	資產	c=1 d=8.31529e-07 t=18540
zi dai 	自帶	c=4 d=5.84964e-18 t=18540
zi dan 	子彈	c=1 d=1.32561e-22 t=18540
zi dian 	字典	c=22 d=0.0601138 t=18540
zi ding yi 	自定義	c=3 d=3.29843e-11 t=18540
zi dong 	自動	c=10 d=9.92145e-05 t=18540
zi dong hua 	自動化	c=1 d=1.35589e-23 t=18540
zi duan 	字段	c=4 d=0.00985995 t=18540
zi fu 	字符	c=6 d=0.00276344 t=18540
zi fu chuan 	字符串	c=2 d=4.99334e-07 t=18540
zi fu hua 	字符畫	c=2 d=6.12021e-11 t=18540
zi ge 	資格	c=1 d=1.68375e-12 t=18540
zi ji 	自己	c=20 d=0.00250499 t=18540
zi jia che 	自駕車	c=1 d=9.19265e-40 t=18540
zi jin 	資金	c=1 d=0.0032148 t=18540
zi jin pan 	資金盤	c=1 d=1.86469e-07 t=18540
zi kao 	自考	c=1 d=0.433874 t=18540
zi liao 	資料	c=17 d=1.53118e-12 t=18540
zi mu 	字幕	c=3 d=0.00118858 t=18540
zi mu 	字母	c=1 d=2.75449e-38 t=18540
zi qi dong 	子啓動	c=1 d=4.36495e-13 t=18540
zi ran 	自然	c=2 d=3.89885e-08 t=18540
zi ti 	字體	c=1 d=7.35948e-41 t=18540
zi wang 	子網	c=3 d=5.35724e-08 t=18540
zi xin 	自信	c=1 d=1.14392e-23 t=18540
zi xing 	自行	c=1 d=7.34946e-25 t=18540
zi xuan 	自選	c=1 d=1.01108e-12 t=18540
zi xue 	自學	c=3 d=3.11382e-10 t=18540
zi xun 	諮詢	c=2 d=1.45784e-26 t=18540
zi xun 	資訊	c=1 d=1.02211e-22 t=18540
zi you 	自由	c=6 d=0.00190171 t=18540
zi you wang 	自由網	c=1 d=5.97888e-38 t=18540
zi yu ming 	子域名	c=1 d=0.000266536 t=18540
zi yuan 	資源	c=11 d=0.426134 t=18540
zi zhi 	自製	c=1 d=2.7889e-37 t=18540
zong 	總	c=1 d=6.29955e-35 t=18540
zong shi 	總是	c=7 d=2.97013e-13 t=18540
zong ti 	總體	c=1 d=3.86531e-24 t=18540
zong tong 	總統	c=1 d=3.50593e-23 t=18540
zou 	揍	c=1 d=5.10458e-31 t=18540
zou 	走	c=2 d=8.63385e-08 t=18540
zou dao 	走到	c=2 d=4.37625e-14 t=18540
zou lai 	走來	c=1 d=2.96297e-14 t=18540
zou ren 	走人	c=1 d=4.93169e-08 t=18540
zou shi 	走勢	c=1 d=1.67472e-37 t=18540
zu 	組	c=2 d=0.000142667 t=18540
zu ce lve 	組策略	c=1 d=0.0889216 t=18540
zu cheng 	組成	c=2 d=7.2387e-34 t=18540
zu he 	組合	c=1 d=0.00121259 t=18540
zu zhi 	組織	c=1 d=1.3403e-34 t=18540
zuan 	賺	c=9 d=1.83281e-10 t=18540
zuan qian 	鑽錢	c=5 d=2.52402e-10 t=18540
zuan qu 	賺去	c=1 d=1.6191e-22 t=18540
zuan shi 	鑽石	c=3 d=4.63131e-19 t=18540
zui 	最	c=6 d=1.52374e-15 t=18540
zui 	醉	c=1 d=4.79327e-26 t=18540
zui chang 	最長	c=2 d=0.000911882 t=18540
zui da 	最大	c=3 d=0.00227914 t=18540
zui di 	最低	c=5 d=1.92797e-10 t=18540
zui duan 	最短	c=2 d=0.000889368 t=18540
zui gao 	最高	c=2 d=3.95777e-08 t=18540
zui hao 	最好	c=3 d=0.00307331 t=18540
zui hou 	最後	c=3 d=0.603512 t=18540
zui ji zhao 	罪己詔	c=1 d=1.3979e-29 t=18540
